DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,36,0.323990661,0.323990661,0.368881257,1.098775564,0.959142011,0.959142011,0.522316055,0.522316055,0.101403157,0.101403157,0.006545293,0.006545293,0.000310867,0.000310867,0.004750111
1,37,0.279436102,0.279436102,0.151705221,0.151705221,0.186925129,0.186925129,0.247579372,0.247579372,0.061306259,0.061306259,0.011996768,0.011996768,0.002594763,0.002594763,0
1,38,1.343576282,1.343576282,0.928376806,0.928376806,1.557930347,1.557930347,2.660918474,2.660918474,0.610652508,0.610652508,0.076069495,0.076069495,0.015240544,0.015240544,0
1,39,0.027359759,0.027359759,0.15755305,0.15755305,0.120783729,0.120783729,0.15048906,0.25085209,0.185939087,0.185939087,0.078840474,0.078840474,0.027681955,0.027681955,0.02500841
1,40,0.005312074,0.005312074,0.031891856,0.031891856,0.084167133,0.084167133,0.148063306,0.291955652,0.16905793,0.16905793,0.040279556,0.040279556,0.010452976,0.010452976,0.02598245
1,41,0.106942414,0.106942414,0.323561855,0.323561855,0.672463218,0.672463218,0.948864142,1.484476187,0.969531869,0.969531869,0.291165405,0.291165405,0.057083257,0.057083257,0.036406211
1,42,0.044374088,0.044374088,0.168138565,0.168138565,0.520538857,0.520538857,0.756465112,0.756465112,0.742888574,0.742888574,0.183032974,0.183032974,0.034322604,0.034322604,0.009849365
1,43,0.049958419,0.049958419,0.086635179,0.086635179,0.118146049,0.118146049,0.092628936,0.146630661,0.061586495,0.061586495,0.025123023,0.025123023,0.008171259,0.008171259,0.01086665
1,44,0.075982987,0.075982987,0.124744278,0.124744278,0.179803318,0.179803318,0.112477944,0.210763798,0.089095815,0.089095815,0.027249389,0.027249389,0.012809217,0.012809217,0.02026156
1,45,0.632863259,0.632863259,0.645974854,0.645974854,0.986216744,0.986216744,0.889315025,1.430559043,0.571826712,0.571826712,0.110680248,0.110680248,0.016482217,0.016482217,0.010265831
1,46,0.318397641,0.318397641,0.582630077,0.582630077,1.296239974,1.296239974,1.455816303,1.455816303,1.117676962,1.117676962,0.271871722,0.271871722,0.068237933,0.068237933,0.047172294
1,47,0.332354543,0.332354543,0.42558851,0.42558851,0.310740473,0.754821294,0.69370376,0.69370376,0.560834598,0.560834598,0.449945204,0.449945204,0.268114723,0.268114723,2.360737012
1,48,0.068775305,0.068775305,0.084100988,0.084100988,0.152412616,0.152412616,0.279398076,0.279398076,0.37324087,0.37324087,0.217510016,0.217510016,0.100146294,0.100146294,0.41087228
1,49,0.391710851,0.391710851,0.13049729,0.13049729,0.146512512,0.146512512,0.138926505,0.138926505,0.099148957,0.099148957,0.047131034,0.047131034,0.016628181,0.016628181,0.035876672
1,50,0.769156349,0.769156349,0.426322688,0.426322688,0.623379489,0.623379489,1.221009459,1.221009459,1.920453143,1.920453143,1.778316117,1.778316117,1.317232858,1.317232858,8.453058462
1,51,1.511281986,1.511281986,0.209525642,0.209525642,0.10117167,0.10117167,0.196388227,0.196388227,0.222553989,0.222553989,0.136456275,0.136456275,0.105615091,0.105615091,0.23874045
1,52,0.059223179,0.059223179,0.060071142,0.060071142,0.112227593,0.112227593,0.112705185,0.193491292,0.178932752,0.178932752,0.116674246,0.116674246,0.068077891,0.068077891,0.491793394
1,53,0.239499841,0.239499841,0.109012353,0.109012353,0.207283265,0.207283265,0.456139985,0.598621515,0.776397233,0.776397233,0.740478367,0.740478367,0.496473729,0.496473729,3.638606995
1,54,1.186348152,1.186348152,0.124535311,0.124535311,0.240803569,0.240803569,0.355297384,0.374136491,0.327643012,0.327643012,0.281896534,0.281896534,0.134250076,0.134250076,0.681284272
1,55,0.038155909,0.038155909,0.072912196,0.072912196,0.077177122,0.0937251,0.101383489,0.101383489,0.100189163,0.100189163,0.112173804,0.112173804,0.133992343,0.133992343,2.89806503
1,56,0,0,0,0,0.001418443,0.001418443,0.007507149,0.007507149,0.003047908,0.003047908,0.001801791,0.001801791,0.007655333,0.007655333,0.101023394
1,57,0.021742731,0.021742731,0.034234761,0.034234761,0.03119773,0.03119773,0.035648806,0.035648806,0.022873873,0.023432236,0.02034765,0.02034765,0.015773398,0.015773398,0.024536081
1,58,0.120782776,0.120782776,0.163587567,0.163587567,0.110508273,0.110508273,0.085513563,0.085513563,0.044398419,0.044398419,0.00784603,0.00784603,0.001349002,0.001349002,0.001602569
1,59,0.092902053,0.092902053,0.013957519,0.013957519,0.015072361,0.015072361,0.014361016,0.014361016,0.010669166,0.010669166,0.006318676,0.006318676,0.002407636,0.002407636,0
1,60,0.210494053,0.210494053,0.216126244,0.216126244,0.274003906,0.274003906,0.411320939,0.411320939,0.328416656,0.328416656,0.112224803,0.112224803,0.02750051,0.02750051,0.00692912
1,61,0.049600353,0.049600353,0.051169807,0.051169807,0.057914239,0.057914239,0.034349132,0.034349132,0.00949706,0.00949706,0.00148669,0.00148669,0,0,0
1,62,0.046927237,0.046927237,0.018961059,0.018961059,0.018332664,0.018332664,0.010736442,0.010736442,0.006234076,0.006234076,0.000824985,0.000824985,0,0,0
1,63,0.126101683,0.126101683,0.132329716,0.132329716,0.367466914,0.367466914,0.598836102,0.598836102,0.197526808,0.197526808,0.037116701,0.037116701,0.004375951,0.004375951,0
1,64,0.037398315,0.037398315,0.108610689,0.108610689,0.063475771,0.063475771,0.093221818,0.093221818,0.075315282,0.075315282,0.028921247,0.028921247,0.014331615,0.014331615,0.011140604
1,65,0.01717862,0.01717862,0.033921847,0.033921847,0.074045215,0.074045215,0.09298868,0.09298868,0.057301907,0.057301907,0.036423376,0.036423376,0.013035759,0.013035759,0.005623995
1,66,0.301342235,0.301342235,0.402633591,0.402633591,0.7436171,0.7436171,1.25888742,1.25888742,0.843313763,0.843313763,0.189024138,0.189024138,0.025080478,0.025080478,0.00438691
1,67,0.160038307,0.160038307,0.177760958,0.177760958,0.408459845,0.408459845,0.875373613,0.875373613,0.807952666,0.807952666,0.267585867,0.267585867,0.051337168,0.051337168,0.031092322
1,68,0.075480668,0.075480668,0.130992743,0.130992743,0.256747041,0.256747041,0.330715873,0.330715873,0.262597001,0.262597001,0.123848854,0.123848854,0.071798244,0.071798244,0.075765323
1,69,0.060729446,0.060729446,0.094215681,0.094215681,0.099887992,0.099887992,0.102676557,0.102676557,0.104329884,0.104329884,0.052575922,0.052575922,0.020213962,0.020213962,0.034670724
1,70,0.477295977,0.477295977,0.367305788,0.367305788,0.603077044,0.603077044,0.916344393,0.916344393,0.522549037,0.522549037,0.118583724,0.118583724,0.026479384,0.026479384,0.019003127
1,71,0.283625283,0.283625283,0.442194157,0.442194157,0.741607548,0.741607548,0.847937659,0.847937659,0.502564377,0.502564377,0.174436614,0.174436614,0.057394581,0.057394581,0.027130352
1,72,0.021661739,0.021661739,0.024543735,0.024543735,0.027175554,0.027175554,0.091156052,0.091156052,0.123926237,0.123926237,0.087532897,0.087532897,0.05160331,0.05160331,0.234946502
1,73,0.05033294,0.05033294,0.06338053,0.06338053,0.082665606,0.082665606,0.194487953,0.194487953,0.185596789,0.185596789,0.100568833,0.100568833,0.039865604,0.039865604,0.120270133
1,74,0.076962958,0.076962958,0.004662029,0.004662029,0.008428459,0.008428459,0.016523378,0.016523378,0.012401091,0.012401091,0.005045017,0.005045017,0.002316906,0.002316906,0.01108343
1,75,0.647921531,0.647921531,0.286908864,0.286908864,0.207423913,0.207423913,0.466190084,0.466190084,0.893808337,0.893808337,0.876449235,0.876449235,0.616885609,0.616885609,2.577753687
1,76,0.688951444,0.688951444,0.072687671,0.072687671,0.074491249,0.074491249,0.177284001,0.177284001,0.193510214,0.193510214,0.108783845,0.108783845,0.044783868,0.044783868,0.037728549
1,77,0.001294418,0.001294418,0.004770582,0.004770582,0.004313445,0.004313445,0.006158371,0.006158371,0.010065505,0.010065505,0.008577254,0.008577254,0.005144053,0.005144053,0.020999599
1,78,0.014783778,0.014783778,0.016709269,0.016709269,0.015633874,0.015633874,0.1095274,0.1095274,0.183495275,0.183495275,0.143581291,0.143581291,0.041384607,0.041384607,0.159128456
1,79,0.080700093,0.080700093,0.008175795,0.008175795,0.006976049,0.006976049,0.020763767,0.020763767,0.003883104,0.003883104,0.018939098,0.018939098,0.00900978,0.00900978,0.027218248
1,80,0.015335956,0.015335956,0.020934377,0.020934377,0.018423347,0.018423347,0.011553182,0.011553182,0.02666274,0.02666274,0.032231525,0.032231525,0.020036821,0.020036821,0.832147892
1,81,0.001797256,0.001797256,0.001201287,0.001201287,0,0,0.000399991,0.000399991,0.001024778,0.001024778,0.001569371,0.001569371,0.000377455,0.000377455,0.014171263
1,82,0.010734836,0.010734836,0.003198139,0.003198139,0.006710712,0.006710712,0.005627344,0.005627344,0.013585335,0.013585335,0.01160068,0.01160068,0.004505497,0.004505497,0.006504451
1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,5.387976667,4.034191667,4.467306667,3.219418334,1.879479999,2.993556666,0.756591667,1.166041667,0.407191667,0.386925,0.40255,0.40255,0.160575,0.160575,0.64015
2,8,4.321643333,3.853668333,3.271423333,2.195593334,1.445253332,0.851841667,0.364737501,0.5109875,0.046083334,0.262783333,0.210783333,0.210783333,0.13995,0.13995,0.29515
2,9,1.213326667,1.213326667,1.436101667,2.371285,2.8808475,3.6733125,1.8165125,2.612929166,1.637629166,0.865958333,0.496208333,0.753008333,0.416075,0.416075,1.110525
2,10,0.504251,0.519671,1.008971,0.987461,0.748076,1.697105,1.14773,1.27305,0.868355,0.8761,0.9514,0.952375,0.86065,0.86065,4.133175
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.5913589
3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.70664658
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954846245
3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,0.839495937,1.044471007,0.360120615,0.360120615,0.722270993,0.722270993,0.676022801,0.676022801,2.079153,2.079153,16.61353216,0,0,0,0
4,9,1.383858784,1.721747913,0.593637271,0.593637271,1.190620482,1.190620482,5.179584154,5.179584154,3.427359222,3.427359222,27.38641297,0,0,0,0
4,10,0.331084223,0.328521414,0.262324522,0.262324522,0.480543581,0.480543581,0.460577947,2.566187128,1.95889489,1.95889489,19.00090664,0,0,0,0
4,11,0.312014018,0.349573159,0.260507391,0.260507391,0.438807786,0.438807786,0.378492802,3.770155257,3.377602898,3.377602898,35.87379525,0,0,0,0
4,12,0.08127453,0.040034012,0.027147621,0.027147621,0.06325605,0.06325605,0.061435909,0.061435909,0.932109104,0.932109104,19.36074373,0,0,0,0
4,13,0.279965079,0.137904524,0.093514978,0.093514978,0.21789711,0.21789711,0.211627297,0.211627297,3.210821408,3.210821408,66.69164604,0,0,0,0
4,14,0.286749178,0.141246219,0.095781028,0.095781028,0.223177181,0.223177181,2.050942171,2.050942171,2.192417237,2.192417237,45.53847623,0,0,0,0
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,0,0,0,0,0,0,0,0,0,14.18805691,14.18805691,14.18805691,0,0,0
5,9,0,0,0,0,0,0,0,0,0,0,0.467666329,0.467666329,0,0,0
5,10,1.621316262,1.621316262,1.621316262,3.246994764,3.246994764,3.246994764,1.120394269,1.120394269,1.120394269,2.354258096,4.708516191,4.708516191,0,0,0
5,11,1.653401239,1.653401239,1.653401239,4.559024108,4.559024108,4.559024108,2.9720004,2.9720004,2.9720004,8.200985533,9.648218274,9.648218274,0,0,0
5,12,0.994949221,0.994949221,0.994949221,1.484394292,1.484394292,1.484394292,0.595553955,0.595553955,0.595553955,4.226779587,4.972681867,4.972681867,0,0,0
5,13,28.23179175,28.23179175,28.23179175,37.51589242,37.51589242,37.51589242,15.73426331,15.73426331,15.73426331,81.84009849,81.84009849,85.2501026,0,0,0
5,14,5.553215562,5.553215562,5.553215562,7.713753804,7.713753804,7.713753804,2.500967065,2.500967065,2.500967065,10.0548536,10.0548536,11.86413404,0,0,0
5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,0.366423399,0.592376359,0.592376359,0.407641208,0.407641208,0.366269034,0.366269034,0.366423399,0,0,0,0,0,0,0
6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42517504
9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42517504
9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511728368
9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.68676239
9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
